Age Group,Birth Date,Code,Countries,Country,Country Code,Disciplines,Events,Function,Gender,Name,Age,Number of Female Athletes,Number of Male Athletes
25-30,29-Apr-95,1939823,Australia,Australia,AUS,Athletics,Men's 3000m Steeplechase,Athlete,Male,CLARKE Matthew,29,0,1
25-30,20-Nov-96,1939785,Australia,Australia,AUS,Athletics,Men's 4 x 100m Relay,Athlete,Male,DESPARD Jacob,28,0,1
18-24,04-Nov-03,1939812,Australia,Australia,AUS,Athletics,Men's 4 x 100m Relay,Athlete,Male,KENNEDY Lachlan,21,0,1
18-24,15-Sep-05,1939856,Australia,Australia,AUS,Athletics,Men's 4 x 100m Relay,Athlete,Male,SULTANA Sebastian,19,0,1
18-24,20-Aug-02,1939847,Australia,Australia,AUS,Athletics,Men's 400m,Athlete,Male,HOLDER Reece,22,0,1
25-30,23-Apr-96,1939831,Australia,Australia,AUS,Athletics,Men's 5000m,Athlete,Male,McDONALD Morgan,28,0,1
25-30,22-Feb-94,1939833,Australia,Australia,AUS,Athletics,Men's 800m,Athlete,Male,BOL Peter,30,0,1
25-30,07-Jul-98,1939800,Australia,Australia,AUS,Athletics,Men's 800m,Athlete,Male,DENG Joseph,26,0,1
18-24,28-Mar-05,1939845,Australia,Australia,AUS,Athletics,Men's 800m,Athlete,Male,CRAIG Peyton,19,0,1
31-35,29-Nov-93,1939873,Australia,Australia,AUS,Athletics,Men's Decathlon,Athlete,Male,GOLUBOVIC Daniel,31,0,1
18-24,13-Mar-00,1939730,Australia,Australia,AUS,Athletics,Men's Decathlon,Athlete,Male,MOLONEY Ashley,24,0,1
25-30,02-Jun-96,1939824,Australia,Australia,AUS,Athletics,Men's Discus Throw,Athlete,Male,DENNY Matthew,28,0,1
31-35,24-Nov-93,1939733,Australia,Australia,AUS,Athletics,Men's High Jump,Athlete,Male,STARC Brandon,31,0,1
25-30,01-Feb-96,1939798,Australia,Australia,AUS,Athletics,Men's High Jump,Athlete,Male,BADEN Joel,28,0,1
18-24,18-May-00,1939872,Australia,Australia,AUS,Athletics,Men's High Jump,Athlete,Male,REATH Yual,24,0,1
25-30,10-Feb-99,1939739,Australia,Australia,AUS,Athletics,Men's Javelin Throw,Athlete,Male,McENTYRE Cameron,25,0,1
25-30,21-Jun-96,1939816,Australia,Australia,AUS,Athletics,Men's Long Jump,Athlete,Male,ADCOCK Liam,28,0,1
25-30,12-Jul-96,1939749,Australia,Australia,AUS,Athletics,Men's Long Jump,Athlete,Male,MITREVSKI Christopher,28,0,1
36-40,04-Sep-86,1939815,Australia,Australia,AUS,Athletics,Men's Marathon,Athlete,Male,ADAMS Liam,38,0,1
31-35,10-Apr-91,1939729,Australia,Australia,AUS,Athletics,Men's Marathon,Athlete,Male,BUCHANAN Andrew,33,0,1
25-30,11-Sep-94,1939844,Australia,Australia,AUS,Athletics,Men's Marathon,Athlete,Male,TIERNAN Patrick,30,0,1
25-30,25-Apr-97,1939809,Australia,Australia,AUS,Athletics,Men's Pole Vault,Athlete,Male,MARSCHALL Kurtis,27,0,1
18-24,22-Oct-01,1939753,Australia,Australia,AUS,Athletics,Men's Triple Jump,Athlete,Male,MURPHY Connor,23,0,1
25-30,14-Nov-95,1563782,Austria,Austria,AUT,Athletics,Men's 100m,Athlete,Male,FUCHS Markus,29,0,1
18-24,06-Jun-04,1563781,Austria,Austria,AUT,Athletics,Men's 110m Hurdles,Athlete,Male,DIESSL Enzo,20,0,1
31-35,18-Dec-89,1563794,Austria,Austria,AUT,Athletics,Men's 1500m,Athlete,Male,PALLITSCH Raphael,35,0,1
31-35,20-Feb-92,1563801,Austria,Austria,AUT,Athletics,Men's Discus Throw,Athlete,Male,WEISSHAIDINGER Lukas,32,0,1
31-35,08-Feb-92,1907961,Bahamas,Bahamas,BAH,Athletics,4 x 400m Relay Mixed,Athlete,Male,RUSSELL Alonzo,32,0,1
18-24,03-Jan-03,1908173,Bahamas,Bahamas,BAH,Athletics,4 x 400m Relay Mixed,Athlete,Male,MILLER Wendell,21,0,1
18-24,08-Nov-02,1981393,Bahamas,Bahamas,BAH,Athletics,Men's 100m,Athlete,Male,JONES Terrence,22,0,1
18-24,29-Mar-03,1981766,Bahamas,Bahamas,BAH,Athletics,"Men's 100m"", ""Men's 200m",Athlete,Male,McCOY Wanya,21,0,1
18-24,12-Apr-03,1908169,Bahamas,Bahamas,BAH,Athletics,Men's 110m Hurdles,Athlete,Male,ANDREWS Antoine,21,0,1
25-30,01-May-96,4977456,Bahamas,Bahamas,BAH,Athletics,Men's 200m,Athlete,Male,KERR Ian,28,0,1
25-30,12-Sep-95,1907958,Bahamas,Bahamas,BAH,Athletics,Men's 400m,Athlete,Male,GARDINER Steven,29,0,1
25-30,28-Apr-97,1981764,Bahamas,Bahamas,BAH,Athletics,Men's Decathlon,Athlete,Male,MULLINGS Ken,27,0,1
36-40,01-Jul-84,1908134,Bahamas,Bahamas,BAH,Athletics,Men's High Jump,Athlete,Male,THOMAS Donald,40,0,1
31-35,05-Jul-93,1552318,Bangladesh,Bangladesh,BAN,Athletics,Men's 100m,Athlete,Male,RAHMAN Imranur,31,0,1
25-30,10-Oct-99,1892647,Burundi,Burundi,BDI,Athletics,"Men's 10,000m",Athlete,Male,KWIZERA Rodrigue,25,0,1
18-24,22-Feb-02,1964029,Burundi,Burundi,BDI,Athletics,"Men's 10,000m",Athlete,Male,NDIKUMANA Celestin,22,0,1
25-30,21-Oct-97,1892638,Burundi,Burundi,BDI,Athletics,Men's 5000m,Athlete,Male,NTAKARUTIMANA Egide,27,0,1
25-30,09-Mar-94,1895579,Belgium,Belgium,BEL,Athletics,"Men's 10,000m"", ""Men's 5000m",Athlete,Male,KIMELI Isaac,30,0,1
25-30,12-Aug-99,1895586,Belgium,Belgium,BEL,Athletics,Men's 110m Hurdles,Athlete,Male,OBASUYI Michael,25,0,1
18-24,14-Oct-03,1895553,Belgium,Belgium,BEL,Athletics,Men's 110m Hurdles,Athlete,Male,BACARI Elie,21,0,1
25-30,02-Aug-98,1895594,Belgium,Belgium,BEL,Athletics,Men's 1500m,Athlete,Male,VERMEULEN Jochem,26,0,1
18-24,22-Dec-00,1915357,Belgium,Belgium,BEL,Athletics,Men's 1500m,Athlete,Male,VERHEYDEN Ruben,24,0,1
25-30,02-May-96,1895577,Belgium,Belgium,BEL,Athletics,Men's 4 x 400m Relay,Athlete,Male,IGUACEL Christian,28,0,1
25-30,27-Oct-96,1895581,Belgium,Belgium,BEL,Athletics,Men's 4 x 400m Relay,Athlete,Male,MABILLE Florent,28,0,1
18-24,01-Feb-01,1903107,Belgium,Belgium,BEL,Athletics,Men's 4 x 400m Relay,Athlete,Male,SEGERS Daniel,23,0,1
36-40,22-Feb-88,1947771,Belgium,Belgium,BEL,Athletics,"Men's 4 x 400m Relay"", '4 x 400m Relay Mixed",Athlete,Male,BORLEE Kevin,36,0,1
31-35,20-Sep-92,1895555,Belgium,Belgium,BEL,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay",Athlete,Male,BORLEE Dylan,32,0,1
25-30,25-Apr-97,1895568,Belgium,Belgium,BEL,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed",Athlete,Male,DOOM Alexander,27,0,1
25-30,01-Sep-99,1895590,Belgium,Belgium,BEL,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed",Athlete,Male,SACOOR Jonathan,25,0,1
25-30,09-Jan-98,1895575,Belgium,Belgium,BEL,Athletics,Men's 5000m,Athlete,Male,HEYMANS John,26,0,1
25-30,22-Feb-99,1895563,Belgium,Belgium,BEL,Athletics,Men's 800m,Athlete,Male,CRESTAN Eliott,25,0,1
25-30,28-May-99,1895565,Belgium,Belgium,BEL,Athletics,Men's 800m,Athlete,Male,de SMET Tibo,25,0,1
25-30,08-Dec-99,1903108,Belgium,Belgium,BEL,Athletics,Men's 800m,Athlete,Male,SISK Pieter,25,0,1
31-35,06-Jul-91,1963543,Belgium,Belgium,BEL,Athletics,Men's Discus Throw,Athlete,Male,MILANOV Phili,33,0,1
18-24,16-Feb-00,1895560,Belgium,Belgium,BEL,Athletics,Men's High Jump,Athlete,Male,CARMOY Thomas,24,0,1
31-35,19-Oct-90,1895573,Belgium,Belgium,BEL,Athletics,Men's Javelin Throw,Athlete,Male,HERMAN Timothy,34,0,1
31-35,10-Feb-89,1942753,Belgium,Belgium,BEL,Athletics,Men's Marathon,Athlete,Male,ABDI Bashir,35,0,1
31-35,03-Sep-89,1895583,Belgium,Belgium,BEL,Athletics,Men's Marathon,Athlete,Male,NAERT Koen,35,0,1
25-30,02-Mar-95,1903110,Belgium,Belgium,BEL,Athletics,Men's Marathon,Athlete,Male,SOMERS Michael,29,0,1
25-30,21-Jun-95,1895559,Belgium,Belgium,BEL,Athletics,Men's Pole Vault,Athlete,Male,BROEDERS Ben,29,0,1
25-30,30-Nov-95,1564809,Benin,Benin,BEN,Athletics,Men's 100m,Athlete,Male,KIKI Didier,29,0,1
25-30,27-Aug-94,1933377,Bosnia & Herzegovina,Bosnia & Herzegovina,BIH,Athletics,Men's Shot Put,Athlete,Male,PEZER Mesud,30,0,1
31-35,09-Apr-93,1562077,Belize,Belize,BIZ,Athletics,Men's 100m,Athlete,Male,GILL Shaun,31,0,1
36-40,09-Jul-88,1561962,Bolivia,Bolivia,BOL,Athletics,Men's Marathon,Athlete,Male,GARIBAY Hector,36,0,1
18-24,07-Jun-03,1936983,Botswana,Botswana,BOT,Athletics,"Men's 100m"", ""Men's 200m"", ""Men's 4 x 400m Relay",Athlete,Male,TEBOGO Letsile,21,0,1
25-30,18-May-99,4975921,Botswana,Botswana,BOT,Athletics,Men's 4 x 400m Relay,Athlete,Male,EPPIE Lee Bhekempilo,25,0,1
18-24,09-Jun-02,1951506,Botswana,Botswana,BOT,Athletics,Men's 4 x 400m Relay,Athlete,Male,PESELA Anthony,22,0,1
25-30,01-Dec-95,1958108,Botswana,Botswana,BOT,Athletics,Men's 400m Hurdles,Athlete,Male,NTWENG Victor,29,0,1
25-30,28-Feb-96,1950918,Botswana,Botswana,BOT,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay",Athlete,Male,SCOTCH Leungo,28,0,1
25-30,20-Jun-99,1950897,Botswana,Botswana,BOT,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay",Athlete,Male,NDORI Bayapo,25,0,1
18-24,13-Feb-04,1950939,Botswana,Botswana,BOT,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay",Athlete,Male,KEBINATSHIPI Busang Collen,20,0,1
25-30,24-Apr-98,1956705,Botswana,Botswana,BOT,Athletics,Men's 800m,Athlete,Male,NKAPE Tumo,26,0,1
25-30,14-Dec-98,1950989,Botswana,Botswana,BOT,Athletics,Men's 800m,Athlete,Male,HAINGURA Kethobogile,26,0,1
25-30,25-May-99,1950956,Botswana,Botswana,BOT,Athletics,Men's 800m,Athlete,Male,MASALELA Tshepiso,25,0,1
25-30,20-Aug-98,1952123,Brazil,Brazil,BRA,Athletics,"Men's 100m"", ""Men's 4 x 100m Relay",Athlete,Male,CAMILO Paulo Andre,26,0,1
25-30,08-Oct-98,1951967,Brazil,Brazil,BRA,Athletics,"Men's 100m"", ""Men's 4 x 100m Relay",Athlete,Male,BARDI Felipe,26,0,1
18-24,03-Mar-00,1951946,Brazil,Brazil,BRA,Athletics,"Men's 100m"", ""Men's 4 x 100m Relay",Athlete,Male,CARDOSO Erik,24,0,1
25-30,08-Oct-95,1951948,Brazil,Brazil,BRA,Athletics,Men's 110m Hurdles,Athlete,Male,RODRIGUES Eduardo,29,0,1
25-30,08-Apr-97,1952134,Brazil,Brazil,BRA,Athletics,Men's 110m Hurdles,Athlete,Male,PEREIRA Rafael,27,0,1
18-24,15-Mar-04,1952132,Brazil,Brazil,BRA,Athletics,"Men's 200m"", ""Men's 4 x 100m Relay",Athlete,Male,CORREA Renan,20,0,1
25-30,09-Oct-94,1952072,Brazil,Brazil,BRA,Athletics,Men's 20km Race Walk,Athlete,Male,GONCALVES dos SANTOS Max Batista,30,0,1
31-35,19-Mar-91,1951928,Brazil,Brazil,BRA,Athletics,"Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed",Athlete,Male,BONFIM Caio,33,0,1
25-30,22-Aug-99,1952058,Brazil,Brazil,BRA,Athletics,"Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed",Athlete,Male,CORREA Matheus,25,0,1
25-30,02-Oct-97,1951974,Brazil,Brazil,BRA,Athletics,Men's 4 x 100m Relay,Athlete,Male,dos SANTOS Gabriel,27,0,1
18-24,10-Mar-01,1952051,Brazil,Brazil,BRA,Athletics,Men's 4 x 400m Relay,Athlete,Male,VILAR Lucas,23,0,1
18-24,04-Aug-01,1951942,Brazil,Brazil,BRA,Athletics,Men's 4 x 400m Relay,Athlete,Male,HERNANDES MENDES Douglas,23,0,1
18-24,01-Apr-03,1952006,Brazil,Brazil,BRA,Athletics,Men's 4 x 400m Relay,Athlete,Male,SOARES LIMA Jadson Erick,21,0,1
18-24,03-Jun-00,1951913,Brazil,Brazil,BRA,Athletics,"Men's 400m Hurdles"", ""Men's 4 x 400m Relay",Athlete,Male,dos SANTOS Alison,24,0,1
18-24,01-Jun-03,1952077,Brazil,Brazil,BRA,Athletics,"Men's 400m Hurdles"", ""Men's 4 x 400m Relay",Athlete,Male,LIMA Matheus,21,0,1
31-35,16-Jul-93,1952028,Brazil,Brazil,BRA,Athletics,"Men's 400m"", ""Men's 4 x 400m Relay",Athlete,Male,CARVALHO Lucas,31,0,1
25-30,27-Mar-99,1952010,Brazil,Brazil,BRA,Athletics,Men's Decathlon,Athlete,Male,FERREIRA SANTANA Jose Fernando,25,0,1
25-30,13-Dec-94,1951961,Brazil,Brazil,BRA,Athletics,Men's High Jump,Athlete,Male,FERREIRA Fernando,30,0,1
25-30,18-Jun-99,1952127,Brazil,Brazil,BRA,Athletics,Men's Javelin Throw,Athlete,Male,RODRIGUES Pedro Henrique,25,0,1
18-24,17-Jan-00,1952047,Brazil,Brazil,BRA,Athletics,Men's Javelin Throw,Athlete,Male,da SILVA Luiz Mauricio,24,0,1
25-30,04-Jan-95,1952041,Brazil,Brazil,BRA,Athletics,Men's Long Jump,Athlete,Male,dos SANTOS Lucas Marcelino,29,0,1
25-30,06-Sep-96,1952187,Brazil,Brazil,BRA,Athletics,Men's Shot Put,Athlete,Male,MORAIS Welington,28,0,1
31-35,04-Sep-93,1951912,Brazil,Brazil,BRA,Athletics,Men's Triple Jump,Athlete,Male,dos SANTOS Almir,31,0,1
25-30,27-Feb-96,1926127,Bahrain,Bahrain,BRN,Athletics,"Men's 10,000m"", ""Men's 5000m",Athlete,Male,BALEW Birhanu,28,0,1
25-30,22-Oct-96,1926733,Brunei Darussalam,Brunei Darussalam,BRU,Athletics,Men's 100m,Athlete,Male,AR-RASYID Muhd Noor Firdaus,28,0,1
25-30,11-Jul-94,1905279,Bulgaria,Bulgaria,BUL,Athletics,Men's High Jump,Athlete,Male,IVANOV Tihomir,30,0,1
18-24,06-Aug-04,1905182,Bulgaria,Bulgaria,BUL,Athletics,Men's Long Jump,Athlete,Male,SARABOYUKOV Bozhidar,20,0,1
31-35,25-Jun-93,1571964,Burkina Faso,Burkina Faso,BUR,Athletics,Men's Triple Jump,Athlete,Male,ZANGO Hugues Fabrice,31,0,1
25-30,23-Jun-94,4674332,Centr Afric Re,Centr Afric Re,CAF,Athletics,Men's 100m,Athlete,Male,TOUMANDJI Herve,30,0,1
31-35,05-Jan-91,1974040,Canada,Canada,CAN,Athletics,"Men's 10,000m"", ""Men's 5000m",Athlete,Male,AHMED Mohammed,33,0,1
31-35,27-May-92,1974072,Canada,Canada,CAN,Athletics,"Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay",Athlete,Male,BROWN Aaron,32,0,1
25-30,10-Nov-94,1974096,Canada,Canada,CAN,Athletics,"Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay",Athlete,Male,De GRASSE Andre,30,0,1
25-30,29-Aug-96,1974049,Canada,Canada,CAN,Athletics,"Men's 100m"", ""Men's 4 x 100m Relay",Athlete,Male,ASEMOTA Duan,28,0,1
18-24,03-Jan-01,1974324,Canada,Canada,CAN,Athletics,Men's 110m Hurdles,Athlete,Male,THORNE Craig,23,0,1
31-35,31-Dec-90,1974233,Canada,Canada,CAN,Athletics,Men's 1500m,Athlete,Male,PHILIBERT-THIBOUTOT Charles,34,0,1
25-30,02-Aug-98,1974185,Canada,Canada,CAN,Athletics,Men's 1500m,Athlete,Male,LUMB Kieran,26,0,1
31-35,09-Apr-92,1974289,Canada,Canada,CAN,Athletics,"Men's 200m"", ""Men's 4 x 100m Relay",Athlete,Male,RODNEY Brendon,32,0,1
31-35,28-Sep-90,1974102,Canada,Canada,CAN,Athletics,"Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed",Athlete,Male,DUNFEE Evan,34,0,1
25-30,26-Jul-98,1974097,Canada,Canada,CAN,Athletics,Men's 3000m Steeplechase,Athlete,Male,DESGAGNES Jean-Simon,26,0,1
25-30,18-Aug-95,1974065,Canada,Canada,CAN,Athletics,Men's 4 x 100m Relay,Athlete,Male,BLAKE Jerome,29,0,1
18-24,23-Sep-00,1974038,Canada,Canada,CAN,Athletics,Men's 4 x 100m Relay,Athlete,Male,ADJIBI Eliezer,24,0,1
18-24,05-Aug-04,1974208,Canada,Canada,CAN,Athletics,Men's 400m,Athlete,Male,MORALES-WILLIAMS Christopher,20,0,1
25-30,11-Jan-95,1974115,Canada,Canada,CAN,Athletics,Men's 5000m,Athlete,Male,FLANAGAN Benjamin,29,0,1
25-30,06-Dec-98,1974110,Canada,Canada,CAN,Athletics,Men's 5000m,Athlete,Male,FAFARD Thomas,26,0,1
25-30,20-Sep-98,1974048,Canada,Canada,CAN,Athletics,Men's 800m,Athlete,Male,AROP Marco,26,0,1
31-35,04-Nov-89,1974335,Canada,Canada,CAN,Athletics,Men's Decathlon,Athlete,Male,WARNER Damian,35,0,1
31-35,26-Sep-93,1974152,Canada,Canada,CAN,Athletics,Men's Hammer Throw,Athlete,Male,KEENAN Adam,31,0,1
18-24,29-Jan-00,1974131,Canada,Canada,CAN,Athletics,Men's Hammer Throw,Athlete,Male,HAMILTON Rowan,24,0,1
18-24,05-Apr-02,1974151,Canada,Canada,CAN,Athletics,Men's Hammer Throw,Athlete,Male,KATZBERG Ethan,22,0,1
31-35,28-Mar-89,1974176,Canada,Canada,CAN,Athletics,Men's Marathon,Athlete,Male,LEVINS Cameron,35,0,1
25-30,12-Aug-96,1974177,Canada,Canada,CAN,Athletics,Men's Marathon,Athlete,Male,LINKLETTER Rory,28,0,1
18-24,28-Oct-05,4978819,Cayman Islands,Cayman Islands,CAY,Athletics,Men's 100m,Athlete,Male,HOWELL Davonte,19,0,1
31-35,14-Feb-91,3467316,Chad,Chad,CHA,Athletics,Men's Marathon,Athlete,Male,BETOUDJI Valentin,33,0,1
18-24,17-Jan-01,1933316,Chile,Chile,CHI,Athletics,Men's 110m Hurdles,Athlete,Male,SAENZ de SANTA MARIA Martin,23,0,1
18-24,10-Jul-00,1933275,Chile,Chile,CHI,Athletics,Men's Discus Throw,Athlete,Male,ROMERO Claudio,24,0,1
25-30,22-May-96,1933257,Chile,Chile,CHI,Athletics,Men's Hammer Throw,Athlete,Male,MANSILLA Humberto,28,0,1
25-30,03-Sep-96,1933249,Chile,Chile,CHI,Athletics,Men's Hammer Throw,Athlete,Male,KEHR Gabriel,28,0,1
31-35,09-Jul-93,1933079,Chile,Chile,CHI,Athletics,Men's Marathon,Athlete,Male,DIAZ Carlos,31,0,1
25-30,27-Jan-97,1939110,Chile,Chile,CHI,Athletics,Men's Marathon,Athlete,Male,CATRILEO Hugo,27,0,1
25-30,01-Jul-98,1918995,China,China,CHN,Athletics,Marathon Race Walk Relay Mixed,Athlete,Male,HE Xianghong,26,0,1
31-35,17-Aug-93,1918943,China,China,CHN,Athletics,"Men's 100m"", ""Men's 4 x 100m Relay",Athlete,Male,XIE Zhenye,31,0,1
18-24,29-Dec-02,1919026,China,China,CHN,Athletics,Men's 110m Hurdles,Athlete,Male,QIN Weibo,22,0,1
18-24,21-Aug-03,1919029,China,China,CHN,Athletics,Men's 110m Hurdles,Athlete,Male,XU Zhuoyi,21,0,1
18-24,11-Dec-03,1919024,China,China,CHN,Athletics,Men's 110m Hurdles,Athlete,Male,LIU Junxi,21,0,1
25-30,01-Sep-99,1918990,China,China,CHN,Athletics,Men's 20km Race Walk,Athlete,Male,WANG Zhaozhao,25,0,1
25-30,02-Feb-98,1918997,China,China,CHN,Athletics,"Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed",Athlete,Male,LI Yandong,26,0,1
25-30,20-Jul-98,1918996,China,China,CHN,Athletics,"Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed",Athlete,Male,ZHANG Jun,26,0,1
25-30,10-Apr-94,1918961,China,China,CHN,Athletics,Men's 4 x 100m Relay,Athlete,Male,WU Zhiqiang,30,0,1
18-24,05-Mar-02,1918936,China,China,CHN,Athletics,Men's 4 x 100m Relay,Athlete,Male,DENG Zhijian,22,0,1
18-24,05-Jul-02,1918954,China,China,CHN,Athletics,Men's 4 x 100m Relay,Athlete,Male,CHEN Jiapeng,22,0,1
18-24,08-Jan-03,1918962,China,China,CHN,Athletics,Men's 4 x 100m Relay,Athlete,Male,YAN Haibin,21,0,1
18-24,24-Mar-00,1919037,China,China,CHN,Athletics,Men's 400m Hurdles,Athlete,Male,XIE Zhiyu,24,0,1
18-24,10-Feb-01,1919102,China,China,CHN,Athletics,Men's Hammer Throw,Athlete,Male,WANG Qi,23,0,1
18-24,07-Oct-01,1920843,China,China,CHN,Athletics,Men's High Jump,Athlete,Male,WANG Zhen,23,0,1
25-30,27-Aug-96,1926736,China,China,CHN,Athletics,Men's Long Jump,Athlete,Male,WANG Jianan,28,0,1
25-30,26-Sep-98,1920828,China,China,CHN,Athletics,Men's Long Jump,Athlete,Male,SHI Yuhao,26,0,1
18-24,20-Oct-00,1920830,China,China,CHN,Athletics,Men's Long Jump,Athlete,Male,ZHANG Mingkun,24,0,1
31-35,09-Jul-92,1919110,China,China,CHN,Athletics,Men's Marathon,Athlete,Male,YANG Shaohui,32,0,1
25-30,17-Jan-94,1919117,China,China,CHN,Athletics,Men's Marathon,Athlete,Male,WU Xiangdong,30,0,1
25-30,27-Dec-98,1919111,China,China,CHN,Athletics,Men's Marathon,Athlete,Male,HE Jie,26,0,1
31-35,21-Sep-90,1920838,China,China,CHN,Athletics,Men's Pole Vault,Athlete,Male,YAO Jie,34,0,1
25-30,26-Sep-96,1920839,China,China,CHN,Athletics,Men's Pole Vault,Athlete,Male,HUANG Bokai,28,0,1
18-24,12-Aug-02,1920840,China,China,CHN,Athletics,Men's Pole Vault,Athlete,Male,ZHONG Tao,22,0,1
25-30,04-May-94,1920833,China,China,CHN,Athletics,Men's Triple Jump,Athlete,Male,ZHU Yaming,30,0,1
25-30,20-Apr-96,1920835,China,China,CHN,Athletics,Men's Triple Jump,Athlete,Male,FANG Yaoqing,28,0,1
25-30,10-Feb-99,1920836,China,China,CHN,Athletics,Men's Triple Jump,Athlete,Male,SU Wen,25,0,1
31-35,17-Aug-93,1956016,Cameroon,Cameroon,CMR,Athletics,Men's 100m,Athlete,Male,ESEME Emmanuel,31,0,1
18-24,22-Oct-01,1966034,DR Congo,DR Congo,COD,Athletics,Men's 100m,Athlete,Male,MULAMBA Dominique Lasconi,23,0,1
25-30,09-Jul-95,1677082,Cook Islands,Cook Islands,COK,Athletics,Men's 800m,Athlete,Male,BEDDOES Alex,29,0,1
18-24,07-Feb-03,1965718,Colombia,Colombia,COL,Athletics,Marathon Race Walk Relay Mixed,Athlete,Male,ROMERO Mateo,21,0,1
25-30,26-Mar-97,4663942,Colombia,Colombia,COL,Athletics,Men's 100m,Athlete,Male,RENTERIA JIMENEZ Jhonny,27,0,1
18-24,24-Jun-00,1965710,Colombia,Colombia,COL,Athletics,Men's Triple Jump,Athlete,Male,MORENO Geiner,24,0,1
31-35,28-Aug-90,1565212,Cabo Verde,Cabo Verde,CPV,Athletics,Men's Marathon,Athlete,Male,FREIRE Samuel,34,0,1
25-30,05-Sep-94,1554526,Costa Rica,Costa Rica,CRC,Athletics,Men's 400m Hurdles,Athlete,Male,DRUMMOND Gerald,30,0,1
25-30,13-Jan-96,1922191,Croatia,Croatia,CRO,Athletics,Men's Discus Throw,Athlete,Male,MARKOVIC Martin,28,0,1
25-30,17-Sep-96,1922208,Croatia,Croatia,CRO,Athletics,Men's Hammer Throw,Athlete,Male,GREGURIC Matija,28,0,1
25-30,28-Jul-95,1922341,Croatia,Croatia,CRO,Athletics,Men's Long Jump,Athlete,Male,PRAVDICA Fili,29,0,1
25-30,31-Jul-94,1922213,Croatia,Croatia,CRO,Athletics,Men's Shot Put,Athlete,Male,MIHALJEVIC Fili,30,0,1
18-24,01-Feb-03,1562839,Cuba,Cuba,CUB,Athletics,Men's 100m,Athlete,Male,ESPINOSA Reynaldo R,21,0,1
25-30,08-Dec-99,1562828,Cuba,Cuba,CUB,Athletics,Men's Discus Throw,Athlete,Male,DIAZ Mario Alberto,25,0,1
25-30,07-Jun-97,1563250,Cuba,Cuba,CUB,Athletics,Men's High Jump,Athlete,Male,ZAYAS Luis Enrique,27,0,1
18-24,05-Jul-04,1563243,Cuba,Cuba,CUB,Athletics,Men's Long Jump,Athlete,Male,PARADA Alejandro,20,0,1
25-30,03-Nov-97,1562997,Cuba,Cuba,CUB,Athletics,Men's Triple Jump,Athlete,Male,MARTINEZ Lazaro,27,0,1
25-30,27-Nov-98,1954910,Cuba,Cuba,CUB,Athletics,Men's Triple Jump,Athlete,Male,NAPOLES Cristian,26,0,1
18-24,14-Sep-00,1562845,Cuba,Cuba,CUB,Athletics,Men's Triple Jump,Athlete,Male,HECHAVARRIA Andy,24,0,1
31-35,17-Mar-92,1561773,Cyprus,Cyprus,CYP,Athletics,Men's 110m Hurdles,Athlete,Male,TRAJKOVIC Milan,32,0,1
25-30,26-Feb-97,1892108,Czechia,Czechia,CZE,Athletics,Marathon Race Walk Relay Mixed,Athlete,Male,HLAVAC Vit,27,0,1
18-24,24-Feb-00,1892136,Czechia,Czechia,CZE,Athletics,Men's 200m,Athlete,Male,NEMEJC Tomas,24,0,1
18-24,12-Jan-01,1892128,Czechia,Czechia,CZE,Athletics,Men's 200m,Athlete,Male,MACIK Ondrej,23,0,1
18-24,08-Oct-02,1892127,Czechia,Czechia,CZE,Athletics,Men's 200m,Athlete,Male,KUBELIK Eduard,22,0,1
18-24,10-Jul-03,1892105,Czechia,Czechia,CZE,Athletics,Men's 3000m Steeplechase,Athlete,Male,HABARTA Tomas,21,0,1
18-24,13-May-00,1892126,Czechia,Czechia,CZE,Athletics,Men's 400m,Athlete,Male,KRSEK Matej,24,0,1
25-30,31-Aug-96,1892135,Czechia,Czechia,CZE,Athletics,Men's 400m Hurdles,Athlete,Male,MULLER Vit,28,0,1
18-24,05-Sep-05,1892100,Czechia,Czechia,CZE,Athletics,Men's 800m,Athlete,Male,DUDYCHA Jakub,19,0,1
25-30,25-Apr-96,1892453,Czechia,Czechia,CZE,Athletics,Men's Hammer Throw,Athlete,Male,MYSLYVCUK Volodymyr,28,0,1
25-30,11-Nov-98,1892106,Czechia,Czechia,CZE,Athletics,Men's Hammer Throw,Athlete,Male,HAJEK Patrik,26,0,1
18-24,20-Apr-01,1892156,Czechia,Czechia,CZE,Athletics,Men's High Jump,Athlete,Male,STEFELA Jan,23,0,1
31-35,10-Oct-90,1892168,Czechia,Czechia,CZE,Athletics,Men's Javelin Throw,Athlete,Male,VADLEJCH Jakub,34,0,1
